id,age,start_age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_area,raid_v_crd,native_v_name,native_v_add,native_v_area,native_v_crd,indst,income,wage_week,wage_type,paypar,paramt,brought,sisters,brothers,school,class
CH003889,14,11,08/03/2011,16/02/2011,20,Narela,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.07693, 28.83977",Singhiya,"Singhiya, Samasteepur, BR, IND","Samastipur, Bihar, India","86.16311, 25.84132",Jute/Plastic/Rexin/Cloth Bags,-1,-1,u,advance,500,middle_man,3,4,no,0
CH003890,10,10,08/03/2011,21/02/2011,15,Narela,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.07693, 28.83977",Singhiya,"Singhiya, Samasteepur, BR, IND","Samastipur, Bihar, India","86.16311, 25.84132",Jute/Plastic/Rexin/Cloth Bags,-1,-1,u,advance,1000,parents,3,4,drop,4
CH003891,15,14,08/03/2011,11/07/2010,240,Narela,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.07693, 28.83977",Nirpur Bharariya,"Chautham, Khagaria, BR, IND","Samastipur, Bihar, India","86.62736, 25.52068",Jute/Plastic/Rexin/Cloth Bags,-1,-1,u,advance,3000,parents,2,3,drop,2
CH003892,14,10,08/03/2011,09/10/2010,150,Narela,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.07693, 28.83977",Jaily,,"Saharsa, Bihar, India",,Jute/Plastic/Rexin/Cloth Bags,-1,1000.0,m,no,,middle_man,4,2,no,0
CH003893,12,12,08/03/2011,08/12/2010,90,Narela,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.07693, 28.83977",Shivram,,"Darbhanga, Bihar, India",,Jute/Plastic/Rexin/Cloth Bags,-1,-1,u,unknown,,employer,1,2,drop,5
CH003894,9,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Lawariya Bheru Ke Pass,"Porsa, Morena, MP, IND","Indore, Madhya Pradesh, India","78.28917, 26.77996",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003895,3,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Jawahar Tekri,"Patan, Jabalpur, MP, IND","Indore, Madhya Pradesh, India","79.68319, 23.1914",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003896,7,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Railway Patri Jhuggi Jhopdi,"Bhopal, Bhopal, MP, IND","Indore, Madhya Pradesh, India","77.4233, 23.16454",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003897,2,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Railway Patri Jhuggi Jhopdi,"Bhopal, Bhopal, MP, IND","Indore, Madhya Pradesh, India","77.4233, 23.16454",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003898,7,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003899,7,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003900,7,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Juni Indore,"Indore, Indore, MP, IND","Indore, Madhya Pradesh, India","75.86269, 22.71271",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003901,6,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Borud,"Manawar, Dhar, MP, IND","Khargone (West Nimar), Madhya Pradesh, India","74.96661, 22.18739",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003902,8,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Jhopad Patti,"Laundi, Chhatarpur, MP, IND","Indore, Madhya Pradesh, India","79.91893, 25.10695",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003903,1,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003904,1,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003905,3,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003906,3,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,,-1,-1,,0
CH003907,3,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,,-1,-1,,0
CH003908,6,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003909,7,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259","Scheme No.71,Jhuggi Jhopdi","Bhopal, Bhopal, MP, IND","Indore, Madhya Pradesh, India","77.4233, 23.16454",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003910,11,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003911,8,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",,,", , ",,Odd Jobs,-1,-1,u,,,,-1,-1,,0
CH003912,13,0,08/03/2011,,-1,Mandsaur,"Mandsaur, Mandsaur, MP, IND","Mandsaur, Madhya Pradesh, India","75.066, 24.07259",Gulkhedi,"Sarangpur, Rajgarh, MP, IND","Rajgarh, Madhya Pradesh, India","76.6689, 23.70345",Odd Jobs,-1,-1,u,,,middle_man,-1,-1,,0
CH003913,13,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003914,11,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003915,4,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003916,13,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003917,5,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003918,7,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003919,4,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Manwa,"Bilha, Bilaspur, CT, IND","Bilaspur, Chhattisgarh, India","82.15899, 21.80117",Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003920,20,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003921,15,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003922,20,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003923,5,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003924,3,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003925,2,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003926,20,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003927,7,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003928,18,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003929,13,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003930,5,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003931,13,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003932,8,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003933,3,0,09/03/2011,,-1,Aamkol,"Chauri Chaura, Gorakhpur, UP, IND","Sultanpur, Uttar Pradesh, India","83.54837, 26.69838",Binnori,,"Bilaspur, Chhattisgarh, India",,Brick Kilns & Roof tiles units,-1,-1,u,,,,-1,-1,,0
CH003934,12,8,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Chota Gaon,,"Darbhanga, Bihar, India",,Garment,-1,-1,u,no,,parents,0,1,drop,1
CH003935,15,9,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Minati,"Madhwapur, Madhubani, BR, IND","Madhubani, Bihar, India","85.84989, 26.48643",Garment,-1,-1,u,unknown,,parents,6,1,no,0
CH003936,15,11,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Shastri Nagar,"Delhi, North, DL, IND","East Delhi, Delhi, India","77.1793, 28.67435",Garment,-1,-1,u,unknown,,parents,4,3,drop,2
CH003937,15,11,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Kachhra,"Benipatti, Madhubani, BR, IND","Madhubani, Bihar, India","85.88313, 26.44254",Garment,-1,-1,u,unknown,,parents,3,1,drop,2
CH003938,16,14,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Kataiya,"Kataiya, Gopalganj, BR, IND","Madhubani, Bihar, India","84.0836, 26.56789",Garment,-1,-1,u,unknown,,parents,4,0,drop,2
CH003939,18,12,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Karva,"Jale, Darabhanga, BR, IND","Darbhanga, Bihar, India","85.80316, 26.40469",Garment,-1,375.0,m,unknown,,parents,1,1,drop,1
CH003940,11,10,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Shastri Nagar,"Delhi, North, DL, IND","East Delhi, Delhi, India","77.1793, 28.67435",Garment,-1,750.0,m,no,,parents,4,3,drop,1
CH003941,14,11,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Minti,"Madhwapur, Madhubani, BR, IND","Madhubani, Bihar, India","85.84989, 26.48643",Garment,-1,-1,u,no,,parents,1,4,drop,1
CH003942,14,12,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Phoolhatta,,"Sitamarhi, Bihar, India",,Garment,-1,-1,u,no,,middle_man,3,3,no,0
CH003943,13,12,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Manikpur,"Madhepura Sub-District, Madhepura, BR, IND","Sitamarhi, Bihar, India","86.8263, 25.8946",Garment,-1,-1,u,no,,parents,4,2,drop,5
CH003944,11,10,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Mathura Milik,"Barsoi, Katihar, BR, IND","Katihar, Bihar, India","88.01412, 25.55484",Garment,-1,-1,u,unknown,,middle_man,0,3,drop,5
CH003945,12,10,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Lagua,"Barsoi, Katihar, BR, IND","Katihar, Bihar, India","88.01056, 25.57274",Garment,20000,-1,u,unknown,,relatives,4,2,drop,1
CH003946,13,12,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Uttar Mukundapur,"Harischandrapur-I, Maldah, WB, IND","Malda, West Bengal, India","87.9529, 25.53308",Garment,-1,500.0,m,unknown,,middle_man,3,2,no,0
CH003947,15,10,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Beraharkhor,,"Katihar, Bihar, India",,Garment,20000,500.0,m,no,,relatives,2,2,drop,2
CH003948,14,12,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Badihole Ghat,,"Katihar, Bihar, India",,Garment,-1,750.0,m,unknown,,parents,3,3,drop,6
CH003949,11,11,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Karva,"Jale, Darabhanga, BR, IND","Darbhanga, Bihar, India","85.80316, 26.40469",Garment,-1,-1,u,no,,parents,3,1,drop,1
CH003950,10,7,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Kardahuli,"Jale, Darbhanga, BR, IND","Darbhanga, Bihar, India","85.81462, 26.39831",Garment,-1,-1,u,unknown,,parents,4,4,no,0
CH003951,10,10,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Karva,"Jale, Darabhanga, BR, IND","Darbhanga, Bihar, India","85.80316, 26.40469",Garment,-1,-1,u,unknown,,parents,5,3,drop,2
CH003952,11,11,17/03/2011,,-1,Parwana Road (Khureji Khas),"Delhi, East, DL, IND","East Delhi, Delhi, India","77.27974, 28.64741",Manpaur,"Benipatti, Madhubani, BR, IND","Madhubani, Bihar, India","85.92748, 26.47913",Garment,-1,60,d,no,,parents,2,3,no,0
CH003953,12,11,17/03/2011,,-1,Parwana Road (Khureji Khas),"Delhi, East, DL, IND","East Delhi, Delhi, India","77.27974, 28.64741",Rajo,"Singhwara, Darbhanga, BR, IND","Darbhanga, Bihar, India","85.71219, 26.25367",Garment,-1,-1,u,no,,parents,5,2,no,0
CH003954,15,13,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Khugani,,"East Champaran, Bihar, India",,Garment,-1,50,w,unknown,,parents,1,4,drop,5
CH003955,11,9,17/03/2011,,-1,Aram Park (Khureji),,"East Delhi, Delhi, India",,Kardahuli,"Jale, Darbhanga, BR, IND","Darbhanga, Bihar, India","85.81462, 26.39831",Garment,-1,-1,u,unknown,,parents,1,2,drop,2
CH003956,13,0,28/03/2011,31/07/2010,240,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217",Pasanta,"Dhanbad, Dhanbad, JH, IND","West Singhbhum, Jharkhand, India","86.42891, 23.79659",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH003957,13,0,28/03/2011,02/04/2010,360,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217",Pasanta,"Dhanbad, Dhanbad, JH, IND","West Singhbhum, Jharkhand, India","86.42891, 23.79659",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH003958,15,0,28/03/2011,28/04/2005,2160,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217",Golkera,"Rania, Khunti, JH, IND","West Singhbhum, Jharkhand, India","85.07293, 22.79872",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH003959,15,13,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Khobra,"Nagina, Bijnor, UP, IND","Bijnor, Uttar Pradesh, India","78.47854, 29.66711",Garment,-1,-1,u,no,,parents,3,4,drop,8
CH003960,15,12,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Metre Pur,"Akbarpur, Kanpur Dehat, UP, IND","Bahraich, Uttar Pradesh, India","79.92336, 26.4371",Garment,-1,750.0,m,no,,parents,2,2,drop,5
CH003961,16,10,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Kasmada,"Kaiserganj, Bahraich, UP, IND","Bahraich, Uttar Pradesh, India","81.52701, 27.11245",Garment,-1,750.0,m,no,,parents,2,2,drop,5
CH003962,17,15,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Metre Pur,"Akbarpur, Kanpur Dehat, UP, IND","Bahraich, Uttar Pradesh, India","79.92336, 26.4371",Garment,-1,500.0,m,no,,middle_man,0,3,drop,10
CH003963,16,11,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Jamalpur,"Musafirkhana, Amethi, UP, IND","Bahraich, Uttar Pradesh, India","81.77489, 26.49022",Garment,-1,-1,u,no,,parents,3,2,drop,6
CH003964,17,12,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Metre Pur,"Akbarpur, Kanpur Dehat, UP, IND","Bahraich, Uttar Pradesh, India","79.92336, 26.4371",Garment,-1,-1,u,no,,middle_man,1,4,drop,5
CH003965,17,14,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Parmanandpur,"Kumarkhand, Madhepura, BR, IND","Araria, Bihar, India","87.05789, 26.0436",Garment,-1,-1,u,no,,parents,4,3,drop,1
CH003966,15,11,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Kardahuli,"Jale, Darbhanga, BR, IND","Darbhanga, Bihar, India","85.81462, 26.39831",Garment,-1,-1,u,no,,parents,3,2,no,0
CH003967,17,9,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Baheri,"Baheri, Bareilly, UP, IND","Bareilli, Uttar Pradesh, India","79.49308, 28.78099",Garment,-1,100,w,loan,,parents,4,3,drop,1
CH003968,17,11,04/04/2011,,-1,Khureji,"Delhi, East, DL, IND","East Delhi, Delhi, India","77.2805, 28.64607",Samaypur Badli,"Delhi, North West, DL, IND","Outer Delhi, Delhi, India","77.13406, 28.73165",Garment,-1,750.0,m,unknown,,parents,3,3,drop,5
CH003969,7,0,06/04/2011,08/10/2010,180,J J Colony (Wazirpur),"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.16862, 28.68047",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH003970,13,10,09/04/2011,,-1,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217",Garhi Tiwari,"Tanda, Ambedkar Nagar, UP, IND","Firozabad, Uttar Pradesh, India","82.69649, 26.53903",Hotel/Dhaba,-1,-1,u,unknown,,middle_man,3,2,drop,5
CH003971,11,8,09/04/2011,,-1,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217",Varana,"Sakaldiha, Chandauli, UP, IND","Agra, Uttar Pradesh, India","83.28571, 25.43652",Hotel/Dhaba,-1,-1,u,unknown,,parents,3,2,drop,3
CH003972,14,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Pauaakhali,,"Kishanganj, Bihar, India",,Footwear,50000,-1,u,unknown,,middle_man,3,1,drop,0
CH003973,12,12,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Zangidighi,,"Kishanganj, Bihar, India",,Footwear,50000,500.0,m,no,,parents,2,4,drop,5
CH003974,13,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Birpur,"Birpur, Begusarai, BR, IND","Sitamarhi, Bihar, India","86.0853, 25.52303",Footwear,-1,750.0,m,loan&advance,,parents,1,0,drop,1
CH003975,13,12,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Chandaraganv,"Baisee, Purniya, BR, IND","Kishanganj, Bihar, India","87.7105, 25.82927",Footwear,50000,500.0,m,no,,relatives,2,2,drop,5
CH003976,12,10,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Zangidighi,,"Kishanganj, Bihar, India",,Footwear,50000,125.0,m,unknown,,middle_man,1,1,drop,4
CH003977,13,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Sakaur,"Kochadhamin, Kishanganj, BR, IND","Kishanganj, Bihar, India","87.84816, 26.20456",Footwear,50000,500.0,m,no,,relatives,1,3,drop,3
CH003978,15,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Altabadi,"Bahadurganj, Kishanganj, BR, IND","Kishanganj, Bihar, India","87.90208, 26.24327",Footwear,-1,750.0,m,no,,relatives,2,5,drop,5
CH003979,15,14,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Dulali,"Bahadurganj, Kishanganj, BR, IND","Kishanganj, Bihar, India","87.8947, 26.29432",Footwear,50000,750.0,m,no,,parents,4,2,drop,2
CH003980,15,12,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Sikandra,"Sikandra, Jamui, BR, IND","Nawada, Bihar, India","86.0352, 24.9593",Footwear,-1,750.0,m,no,,middle_man,0,3,drop,2
CH003981,16,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Birpur,"Birpur, Begusarai, BR, IND","Sitamarhi, Bihar, India","86.0853, 25.52303",Footwear,-1,750.0,m,no,,middle_man,1,0,no,0
CH003982,13,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Muraitha,"Jale, Darbhanga, BR, IND","Darbhanga, Bihar, India","85.79012, 26.35883",Footwear,-1,-1,u,no,,parents,1,3,no,0
CH003983,14,13,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Sahar Tol Kerwa,"Taraiya, Saran, BR, IND","Madhubani, Bihar, India","84.84485, 26.0537",Footwear,-1,250.0,m,no,,parents,1,2,drop,6
CH003984,15,10,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Jiraul,"Harlakhi, Madhubani, BR, IND","Madhubani, Bihar, India","85.92404, 26.51146",Footwear,-1,-1,u,no,,,1,3,drop,1
CH003985,16,15,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Pauni,"Chausa, Buxar, BR, IND","Madhubani, Bihar, India","83.93381, 25.51179",Footwear,-1,-1,u,unknown,,parents,4,4,drop,3
CH003986,20,16,13/04/2011,,-1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Bhairampur,"Utraula, Balrampur, UP, IND","Barabanki, Uttar Pradesh, India","82.41563, 27.2663",Footwear,-1,-1,u,no,,middle_man,2,2,no,0
