id,age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_crd,native_v_name,native_v_add,native_v_crd,indst,paypar,paramt,brought
CH001704,11,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Naya Gaon,"Siswan, Siwan, BR, IND","84.40862, 26.00289",Garment,loan&advance,,
CH001705,12,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Shyampur,"Gabhana, Aligarh, UP, IND","77.98015, 28.0467",Garment,loan&advance,,
CH001706,13,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Naya Gaon,"Siswan, Siwan, BR, IND","84.40862, 26.00289",Garment,loan&advance,,
CH001707,10,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Naya Gaon,"Siswan, Siwan, BR, IND","84.40862, 26.00289",Garment,loan&advance,,
CH001708,10,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Gayandeen,"Fatehapur, Gaya, BR, IND","85.29097, 24.66626",Garment,loan&advance,,
CH001709,13,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Jogialal,,,Garment,loan&advance,,
CH001710,11,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Phinara,,,Garment,loan&advance,,
CH001711,8,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",,,,Garment,,,
CH001712,12,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",,,,Garment,,,
CH001713,12,11/06/2008,,-1,Subhash Vihar,"Dillee, Uttar Poorv, DL, IND","77.26888, 28.69708",Hamhan,"Biraul, Darbhanga, BR, IND","86.15996, 25.9941",Garment,,,
CH001714,12,26/06/2008,,-1,Dhan Gali,"Joura, Morena, MP, IND","77.74798, 26.48732",China Basrepur,"Pandua, Hooghly, WB, IND","88.20349, 23.11143",Jewellery,,,
CH001715,13,26/06/2008,,-1,Dhan Gali,"Joura, Morena, MP, IND","77.74798, 26.48732",Sajina,"Dubrajpur, Birbhum, WB, IND","87.48521, 23.76722",Jewellery,,,
CH001716,12,26/06/2008,,-1,Dhan Gali,"Joura, Morena, MP, IND","77.74798, 26.48732",,,,Jewellery,,,
CH001717,12,26/06/2008,,-1,Dhan Gali,"Joura, Morena, MP, IND","77.74798, 26.48732",,,,Jewellery,,,
CH001718,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Majeta Khurian,"Kharagpur, Munger, BR, IND","86.60012, 25.17488",Garment,loan&advance,,
CH001719,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Milki,"Barhara, Bhojpur, BR, IND","84.62275, 25.68206",Garment,loan&advance,,parents
CH001720,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Baharbon,"Kaluahi, Madhubani, BR, IND","86.07356, 26.42115",Garment,loan&advance,,
CH001721,10,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Mirhet,,,Garment,loan&advance,,
CH001722,13,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Keveta,,,Garment,loan&advance,,middle_man
CH001723,13,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Kamargama,"Kukru, Saraikela-Kharsawan, JH, IND","86.0365, 23.08284",Leather,loan&advance,,
CH001724,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Garhi,"Deori, Giridih, JH, IND","86.18206, 24.57464",Leather,loan&advance,,
CH001725,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Pupdi,"Pupri, Sitamarhi, BR, IND","85.70267, 26.47197",Leather,loan&advance,,
CH001726,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Mal Sri Khera,"Safidon, Jind, HR, IND","76.5454, 29.25658",Leather,loan&advance,,middle_man
CH001727,10,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Bandh Vilakrana,,,Leather,loan&advance,,parents
CH001728,12,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Logaye,,,Leather,loan&advance,,
CH001729,16,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111","Sataes Mael,Saepra",,,Leather,loan&advance,,
CH001730,13,14/07/2008,,-1,Mubarakpur,"Delhi, North West, DL, IND","77.05014, 28.70111",Raj Nagar,"Rajanagar, Madhubanee, BR, IND","86.16047, 26.39549",Leather,loan&advance,,middle_man
CH001731,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Hotel/Dhaba,,,
CH001732,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Hotel/Dhaba,,,
CH001733,12,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",,,,Hotel/Dhaba,,,
CH001734,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",,,,Automobile/Transport,,,
CH001735,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",,,,Hotel/Dhaba,,,
CH001736,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Devra,"Bhander, Datia, MP, IND","78.68488, 25.62465",Hotel/Dhaba,,,
CH001737,13,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Jarsood,,,Hotel/Dhaba,,,
CH001738,12,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Meerut,"Meerut, Meerut, UP, IND","77.70442, 28.99861",Hotel/Dhaba,,,
CH001739,11,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Ahiyari,"Obra, Aurangabad, BR, IND","84.44518, 24.91321",Automobile/Transport,,,
CH001740,10,29/08/2008,,-1,Mangol Puri,"Dillee, Uttar Paschim, DL, IND","77.08765, 28.6925",Kasma Murad,"Guraru, Gaya, BR, IND","84.7973, 24.84053",Hotel/Dhaba,,,
CH001741,8,08/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kadampura,"Barh, Patna, BR, IND","85.7453, 25.38501",Leather,,,
CH001742,12,08/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Surtipatti,"Kishanpur, Supaul, BR, IND","86.60638, 26.16133",Leather,,,
CH001743,13,08/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kadampura,"Barh, Patna, BR, IND","85.7453, 25.38501",Leather,,,
CH001744,12,09/09/2008,,-1,Malviya Nagar,"Delhi, South, DL, IND","77.20702, 28.53394",Torato,,,Domestic Servant,,,
CH001745,10,09/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723","Mohanpur,Simari Bakhtayarpur","Simri Bakhtiarpur, Saharsa, BR, IND","86.54938, 25.80545",Domestic Servant,,,
CH001746,8,09/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723","Mohanpur,Simari Bakhtayarpur","Simri Bakhtiarpur, Saharsa, BR, IND","86.54938, 25.80545",Domestic Servant,,,
CH001747,12,09/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Taraib,"Belhar, Banka, BR, IND","86.60174, 24.89082",Domestic Servant,,,
CH001748,12,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Rahua,"Krityanand Nagar, Purnia, BR, IND","87.40227, 25.73031",Domestic Servant,,,
CH001749,11,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Moti Chowk,"Barauni, Begusarai, BR, IND","86.00902, 25.4666",Domestic Servant,,,
CH001750,10,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Balia,"Balia, Begusarai, BR, IND","86.307, 25.42499",Domestic Servant,,,
CH001751,12,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Balia,"Balia, Begusarai, BR, IND","86.307, 25.42499",Domestic Servant,,,
CH001752,10,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Laxmanaia,,,Domestic Servant,,,
CH001753,8,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Datua,"Ghanshyampur, Darbhanga, BR, IND","86.28238, 26.02462",Domestic Servant,,,
CH001754,10,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Datua,"Ghanshyampur, Darbhanga, BR, IND","86.28238, 26.02462",Domestic Servant,,,
CH001755,12,10/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Datua,"Ghanshyampur, Darbhanga, BR, IND","86.28238, 26.02462",Domestic Servant,,,
CH001756,11,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001757,12,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001758,13,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Electrical & Electronics,,,
CH001759,14,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001760,13,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001761,12,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001762,13,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhagwatpur,"Sarairanjan, Samastipur, BR, IND","85.70033, 25.76213",Domestic Servant,,,
CH001763,9,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Manichak,"Islampur, Nalanda, BR, IND","85.17695, 25.1344",Domestic Servant,,,
CH001764,10,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Manichak,"Islampur, Nalanda, BR, IND","85.17695, 25.1344",Domestic Servant,,,
CH001765,8,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Rahta,"Kumarkhand, Madhepura, BR, IND","86.97233, 25.9294",Domestic Servant,,,
CH001766,10,11/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Rahta,"Kumarkhand, Madhepura, BR, IND","86.97233, 25.9294",Domestic Servant,,,
CH001767,10,15/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Belukhri,,,Domestic Servant,,,
CH001768,11,15/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhelwa,"Madhepura Sub-District, Madhepura, BR, IND","86.72485, 25.94589",Domestic Servant,,,middle_man
CH001769,11,15/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhelwa,"Madhepura Sub-District, Madhepura, BR, IND","86.72485, 25.94589",Domestic Servant,,,middle_man
CH001770,10,15/09/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Bhelwa,"Madhepura Sub-District, Madhepura, BR, IND","86.72485, 25.94589",Domestic Servant,,,middle_man
CH001771,13,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Ranjeetpur,"Khanapoor, Samasteepur, BR, IND","85.9362, 25.8709",Garment,loan&advance,,
CH001772,12,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Sirahi,"Basopatti, Madhubani, BR, IND","86.06218, 26.60774",Garment,loan&advance,,relatives
CH001773,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Sirahi,"Basopatti, Madhubani, BR, IND","86.06218, 26.60774",Garment,loan&advance,,relatives
CH001774,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Ranjeetpur,"Khanapoor, Samasteepur, BR, IND","85.9362, 25.8709",Garment,loan&advance,,relatives
CH001775,12,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Sirahi,"Basopatti, Madhubani, BR, IND","86.06218, 26.60774",Garment,loan&advance,,
CH001776,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Ranjeetpur,"Khanapoor, Samasteepur, BR, IND","85.9362, 25.8709",Garment,loan&advance,,
CH001777,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Riga,"Riga, Sitamarhi, BR, IND","85.4523, 26.61769",Garment,loan&advance,,
CH001778,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Bachharpur,"Dumra, Sitamarhi, BR, IND","85.53847, 26.50512",Garment,loan&advance,,
CH001779,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Ranjeetpur,"Khanapoor, Samasteepur, BR, IND","85.9362, 25.8709",Garment,loan&advance,,
CH001780,14,29/09/2008,,-1,Rithala (Rohini),"Delhi, North West, DL, IND","77.10849, 28.71659",Harpur Shahri,"Shahkund, Bhagalpur, BR, IND","86.80745, 25.17939",Garment,loan&advance,,
CH001781,11,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Bahadurapur,"Bahadurapur, Darabhanga, BR, IND","85.89359, 26.10032",Garment,loan&advance,,
CH001782,10,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737","Kharhi, Railway Station- Chainpur",,,Garment,loan&advance,,
CH001783,11,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Si Muhammadpur,"Ekangarsarai, Nalanda, BR, IND","85.24577, 25.20351",Garment,loan&advance,,
CH001784,8,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Jaitepur,"Manjhee, Saran, BR, IND","84.57317, 25.91373",Garment,loan&advance,,
CH001785,7,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Rupauli,"Rupauli, Purnia, BR, IND","87.18773, 25.52654",Garment,loan&advance,,
CH001786,10,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Garawa Garahiya,,,Garment,loan&advance,,
CH001787,8,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Kalkapur Piprari,"Kaluahi, Madhubani, BR, IND","86.0889, 26.49676",Garment,loan&advance,,
CH001788,8,29/09/2008,,-1,Nithari & Kirari,"Delhi, North West, DL, IND","77.05503, 28.70737",Gad Ghamriya,,,Garment,loan&advance,,
CH001789,12,13/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Rahua,"Krityanand Nagar, Purnia, BR, IND","87.40227, 25.73031",Domestic Servant,,,
CH001790,11,13/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Moti Chowk,"Barauni, Begusarai, BR, IND","86.00902, 25.4666",Domestic Servant,,,
CH001791,15,16/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Madhura,"Narpatganj, Araria, BR, IND","87.10478, 26.34068",Domestic Servant,,,middle_man
CH001792,12,16/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723","Hari Raha,Biraji, Tola,Radhopur","Raghopur, Supaul, BR, IND","86.8608, 26.36657",Domestic Servant,,,middle_man
CH001793,13,16/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723","Hari Raha,Biraji, Tola,Radhopur","Raghopur, Supaul, BR, IND","86.8608, 26.36657",Domestic Servant,,,middle_man
CH001794,13,17/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Koshikipur Chowk,,,Domestic Servant,,,middle_man
CH001795,13,17/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Sihpur,"Narayanpur, Bhagalpur, BR, IND","86.8534, 25.39276",Domestic Servant,,,middle_man
CH001796,12,17/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Sihpur,"Narayanpur, Bhagalpur, BR, IND","86.8534, 25.39276",Domestic Servant,,,middle_man
CH001797,13,20/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kanchanpur,,,Domestic Servant,,,middle_man
CH001798,13,20/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kanchanpur,,,Domestic Servant,,,middle_man
CH001799,13,20/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kanchanpur,,,Domestic Servant,,,middle_man
CH001800,13,20/10/2008,,-1,Saharsa Railway Station,"Saharsa, Saharsa, BR, IND","86.59286, 25.87723",Kanchanpur,,,Domestic Servant,,,middle_man
CH001801,10,22/10/2008,,-1,Patna,"Patna, Patna, BR, IND","85.13752, 25.60129",Belori,"Kumarkhand, Madhepura, BR, IND","86.92475, 25.96497",Domestic Servant,advance,300,parents
CH001802,10,22/10/2008,,-1,Patna,"Patna, Patna, BR, IND","85.13752, 25.60129",Belori,"Kumarkhand, Madhepura, BR, IND","86.92475, 25.96497",Domestic Servant,advance,300,parents
CH001803,9,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,relatives
CH001804,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,relatives
CH001805,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,relatives
CH001806,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,relatives
CH001807,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madrapur,"Manapur, Gaya, BR, IND","85.05032, 24.88232",Garment,loan&advance,,relatives
CH001808,10,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,
CH001809,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,relatives
CH001810,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Nanpur,"Nanpur, Sitamarhi, BR, IND","85.66375, 26.43909",Garment,loan&advance,,
CH001811,11,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Jhapa,"Adhaura, Kaimur (Bhabua), BR, IND","83.59412, 24.70948",Garment,loan&advance,,relatives
CH001812,11,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Jhapa,"Adhaura, Kaimur (Bhabua), BR, IND","83.59412, 24.70948",Garment,loan&advance,,relatives
CH001813,11,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Jagdar Bazar,,,Garment,loan&advance,,
CH001814,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Ladaura,"Kalyanpur, Samastipur, BR, IND","85.75869, 25.96916",Garment,loan&advance,,
CH001815,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Khutauna Naya Bazar,"Sonepur Sub-District, Saran, BR, IND","85.09964, 25.76074",Garment,loan&advance,,
CH001816,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Ladaura Chowk,"Tariani Chowk, Sheohar, BR, IND","85.35223, 26.3685",Garment,loan&advance,,
CH001817,15,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Sursand,"Sursand, Sitamarhi, BR, IND","85.72281, 26.644",Garment,loan&advance,,
CH001818,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Pathanpura,"Kargahar, Rohtas, BR, IND","83.85054, 25.1171",Garment,loan&advance,,
CH001819,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Pathanpura,"Kargahar, Rohtas, BR, IND","83.85054, 25.1171",Garment,loan&advance,,relatives
CH001820,11,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Bhawanipur,"Bhawanipur, Purnia, BR, IND","87.19291, 25.60747",Garment,loan&advance,,relatives
CH001821,13,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Harpurwa,"Dumra, Sitamarhi, BR, IND","85.5991, 26.55388",Garment,loan&advance,,
CH001822,8,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Manharwa,,,Garment,loan&advance,,
CH001823,8,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Kamaldah,"Keotiranway, Darbhanga, BR, IND","85.94615, 26.26522",Garment,loan&advance,,
CH001824,14,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Harpurwa,"Dumra, Sitamarhi, BR, IND","85.5991, 26.55388",Garment,loan&advance,,
CH001825,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Magar Thana,,,Garment,loan&advance,,
CH001826,11,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Murlia Chowk,"Patna, Patna, BR, IND","85.07436, 25.60235",Garment,loan&advance,,
CH001827,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Murlia Chowk,"Patna, Patna, BR, IND","85.07436, 25.60235",Garment,loan&advance,,
CH001828,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Mehsaul,"Runisaidpur, Sitamarhi, BR, IND","85.56116, 26.3993",Garment,loan&advance,,
CH001829,10,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Godadaho,,,Garment,loan&advance,,
CH001830,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Musharnia,"Phulparas, Madhubani, BR, IND","86.52302, 26.31248",Garment,loan&advance,,relatives
CH001831,9,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Marpa Chauk,"Chenari, Rohtas, BR, IND","83.82672, 24.8044",Garment,loan&advance,,relatives
CH001832,12,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Pathanpura,"Kargahar, Rohtas, BR, IND","83.85054, 25.1171",Garment,loan&advance,,
CH001833,16,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Kumma Pipradi,"Bathnaha, Sitamarhi, BR, IND","85.62066, 26.64987",Garment,loan&advance,,
CH001834,16,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Murlia Chowk,"Patna, Patna, BR, IND","85.07436, 25.60235",Garment,loan&advance,,
CH001835,18,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Madhurapur,"Bajpatti, Sitamarhi, BR, IND","85.64955, 26.55214",Garment,loan&advance,,
CH001836,18,23/10/2008,,-1,Noor-e-Elahi (Ghonda),,,Khutona,,,Garment,loan&advance,,
CH001837,13,18/12/2008,24/12/2007,360,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Tasra Muria,"Darbhanga Sub-District, Darbhanga, BR, IND","86.01044, 26.20014",Leather,loan&advance,,
CH001838,13,18/12/2008,24/12/2007,360,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Tasra Muria,"Darbhanga Sub-District, Darbhanga, BR, IND","86.01044, 26.20014",Leather,loan&advance,,
CH001839,13,18/12/2008,24/12/2007,360,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Bahera,"Barhat, Jamui, BR, IND","86.32179, 25.00007",Leather,loan&advance,,
CH001840,13,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Govind Pur Chhapra,"Bachhavara, Begoosaray, BR, IND","85.8763, 25.61157",Leather,loan&advance,,
CH001841,14,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Basatpur,"Saraiya, Muzaffarpur, BR, IND","85.06397, 26.01746",Leather,loan&advance,,
CH001842,11,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Hanuman Pur,"Basantpur, Supaul, BR, IND","87.01111, 26.49785",Leather,loan&advance,,
CH001843,10,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Tasra Muria,"Darbhanga Sub-District, Darbhanga, BR, IND","86.01044, 26.20014",Leather,loan&advance,,
CH001844,10,18/12/2008,19/09/2008,90,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Bahera,"Barhat, Jamui, BR, IND","86.32179, 25.00007",Leather,loan&advance,,
CH001845,13,18/12/2008,29/12/2006,720,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Chhatmal,,,Leather,loan&advance,,
CH001846,13,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Rahika,"Madhubani Sub-District, Madhubani, BR, IND","86.02295, 26.37722",Leather,loan&advance,,
CH001847,11,18/12/2008,,-1,Rampura and Jorbagh,"New Delhi, New Delhi, DL, IND","77.21405, 28.58235",Kaziyahi,,,Leather,loan&advance,,
